Order_ID,Order_Date,Customer_ID,Region,Product,Category,Sales,Quantity,Profit
ORD-2024-10297,2023-08-01,CUST-0120,West,Paper,Office Supplies,91.44,5,30.69
ORD-2024-10298,2023-04-29,CUST-0175,East,Tablet,Electronics,421.77,2,53.72
ORD-2024-10299,2023-05-06,CUST-0086,West,Bookshelf,Furniture,1074.48,6,406.25
ORD-2024-10300,2023-10-12,CUST-0029,North,Table,Furniture,817.79,5,274.96
ORD-2024-10301,2023-04-05,CUST-0022,East,Envelopes,Office Supplies,103.61,5,23.62
ORD-2024-10302,2023-07-10,CUST-0030,South,Stapler,Office Supplies,144.32,7,51.52
ORD-2024-10303,2023-08-17,CUST-0144,East,Table,Furniture,1078.41,8,328.12
ORD-2024-10304,2023-04-14,CUST-0010,East,Table,Furniture,819.92,5,217.77
ORD-2024-10305,2023-03-07,CUST-0164,North,Laptop,Electronics,1367.06,6,470.25
ORD-2024-10306,2023-01-12,CUST-0162,North,Chair,Furniture,710.38,5,116.8
ORD-2024-10307,2023-08-31,CUST-0101,East,Binder,Office Supplies,76.33,4,21.0
ORD-2024-10308,2023-01-24,CUST-0037,South,Pens,Office Supplies,115.81,6,33.99
ORD-2024-10309,2023-07-21,CUST-0188,South,Bookshelf,Furniture,1289.34,9,246.02
ORD-2024-10310,2023-03-12,CUST-0080,West,Headphones,Electronics,1513.65,7,103.66
ORD-2024-10311,2023-01-24,CUST-0147,South,Table,Furniture,449.69,3,34.61
ORD-2024-10312,2023-06-01,CUST-0117,North,Table,Furniture,604.14,4,123.29
ORD-2024-10313,2023-08-16,CUST-0183,South,Paper,Office Supplies,16.71,1,2.13
ORD-2024-10314,2023-09-08,CUST-0057,West,Binder,Office Supplies,126.84,6,25.04
ORD-2024-10315,2023-09-17,CUST-0143,West,Binder,Office Supplies,143.57,6,44.73
ORD-2024-10316,2023-12-25,CUST-0061,North,Lamp,Furniture,259.84,2,76.68
ORD-2024-10317,2023-12-16,CUST-0198,South,Lamp,Furniture,175.78,1,56.94
ORD-2024-10318,2023-02-04,CUST-0069,South,Sofa,Furniture,744.27,5,150.58
ORD-2024-10319,2023-07-11,CUST-0004,North,Table,Furniture,1219.64,7,449.18
ORD-2024-10320,2023-10-07,CUST-0182,North,Chair,Furniture,1485.74,9,415.91
ORD-2024-10321,2023-02-05,CUST-0106,North,Bookshelf,Furniture,814.21,6,111.09
ORD-2024-10322,2023-08-08,CUST-0070,South,Table,Furniture,1343.29,9,82.97
ORD-2024-10323,2023-03-25,CUST-0185,South,Sofa,Furniture,759.73,5,147.3
ORD-2024-10324,2023-01-07,CUST-0160,South,Pens,Office Supplies,163.09,8,15.46
ORD-2024-10325,2023-07-18,CUST-0120,North,Table,Furniture,1347.02,9,529.17
ORD-2024-10326,2023-03-10,CUST-0165,East,Pens,Office Supplies,149.65,8,23.65
ORD-2024-10327,2023-12-07,CUST-0169,West,Smartwatch,Electronics,172.1,1,22.18
ORD-2024-10328,2023-11-23,CUST-0081,South,Paper,Office Supplies,135.35,8,47.51
ORD-2024-10329,2023-02-12,CUST-0017,North,Paper,Office Supplies,33.31,2,7.01
ORD-2024-10330,2023-03-06,CUST-0002,South,Smartwatch,Electronics,1367.99,6,388.73
ORD-2024-10331,2023-04-08,CUST-0167,West,Stapler,Office Supplies,109.95,6,35.78
ORD-2024-10332,2023-10-21,CUST-0099,West,Pens,Office Supplies,66.87,3,8.06
ORD-2024-10333,2023-10-04,CUST-0110,West,Bookshelf,Furniture,604.65,4,73.59
ORD-2024-10334,2023-08-01,CUST-0092,East,Bookshelf,Furniture,1382.5,9,432.38
ORD-2024-10335,2023-03-07,CUST-0200,North,Sofa,Furniture,143.44,1,47.25
ORD-2024-10336,2023-06-16,CUST-0123,West,Paper,Office Supplies,33.49,2,6.84
ORD-2024-10337,2023-09-24,CUST-0041,West,Bookshelf,Furniture,546.35,4,87.05
ORD-2024-10338,2023-02-16,CUST-0042,East,Table,Furniture,613.88,4,66.37
ORD-2024-10339,2023-12-02,CUST-0027,East,Headphones,Electronics,347.02,2,78.94
ORD-2024-10340,2023-08-08,CUST-0160,North,Stapler,Office Supplies,97.61,5,25.9
ORD-2024-10341,2023-09-03,CUST-0139,East,Tablet,Electronics,1661.59,7,326.03
ORD-2024-10342,2023-01-21,CUST-0004,South,Smartphone,Electronics,1430.3,6,399.98
ORD-2024-10343,2023-05-08,CUST-0131,East,Laptop,Electronics,162.35,1,54.88
ORD-2024-10344,2023-06-03,CUST-0189,South,Lamp,Furniture,1522.29,9,364.25
ORD-2024-10345,2023-07-30,CUST-0194,West,Headphones,Electronics,1697.61,9,378.52
ORD-2024-10346,2023-05-11,CUST-0021,West,Table,Furniture,1001.85,8,302.24
ORD-2024-10347,2023-06-12,CUST-0051,West,Chair,Furniture,329.86,2,91.67
ORD-2024-10348,2023-06-25,CUST-0069,West,Chair,Furniture,365.6,3,112.88
ORD-2024-10349,2023-03-07,CUST-0148,East,Paper,Office Supplies,22.7,1,3.35
ORD-2024-10350,2023-07-10,CUST-0047,East,Chair,Furniture,849.74,6,62.86
ORD-2024-10351,2023-11-09,CUST-0142,North,Tablet,Electronics,918.79,4,292.29
ORD-2024-10352,2023-12-21,CUST-0115,West,Smartphone,Electronics,229.94,1,11.51
ORD-2024-10353,2023-04-01,CUST-0072,South,Bookshelf,Furniture,434.3,3,143.68
ORD-2024-10354,2023-03-25,CUST-0102,North,Smartphone,Electronics,1191.37,7,354.66
ORD-2024-10355,2023-04-20,CUST-0019,East,Pens,Office Supplies,204.44,9,80.47
ORD-2024-10356,2023-07-25,CUST-0124,East,Headphones,Electronics,1418.3,7,386.18
ORD-2024-10357,2023-04-30,CUST-0164,South,Smartwatch,Electronics,1448.52,8,95.81
ORD-2024-10358,2023-06-10,CUST-0053,West,Headphones,Electronics,534.32,3,163.28
ORD-2024-10359,2023-02-10,CUST-0008,West,Envelopes,Office Supplies,42.68,2,11.0
ORD-2024-10360,2023-04-30,CUST-0062,East,Stapler,Office Supplies,18.28,1,3.66
ORD-2024-10361,2023-09-24,CUST-0149,West,Table,Furniture,675.69,5,85.87
ORD-2024-10362,2023-06-21,CUST-0189,North,Smartwatch,Electronics,1921.82,9,653.9
ORD-2024-10363,2023-08-04,CUST-0087,West,Smartwatch,Electronics,1482.85,8,299.7
ORD-2024-10364,2023-02-16,CUST-0026,East,Headphones,Electronics,781.88,4,205.23
ORD-2024-10365,2023-11-03,CUST-0179,South,Smartwatch,Electronics,856.46,4,82.3
ORD-2024-10366,2023-09-17,CUST-0086,South,Headphones,Electronics,363.45,2,78.33
ORD-2024-10367,2023-12-27,CUST-0145,North,Paper,Office Supplies,98.19,6,9.72
ORD-2024-10368,2023-12-28,CUST-0109,North,Smartwatch,Electronics,209.8,1,44.98
ORD-2024-10369,2023-08-25,CUST-0189,West,Smartwatch,Electronics,1369.99,6,92.23
ORD-2024-10370,2023-05-16,CUST-0039,East,Smartphone,Electronics,975.42,5,123.37
ORD-2024-10371,2023-04-16,CUST-0009,East,Chair,Furniture,1001.8,8,266.45
ORD-2024-10372,2023-12-10,CUST-0167,North,Binder,Office Supplies,160.96,7,35.85
ORD-2024-10373,2023-09-24,CUST-0077,South,Binder,Office Supplies,19.12,1,5.84
ORD-2024-10374,2023-03-13,CUST-0109,West,Smartwatch,Electronics,225.9,1,86.81
ORD-2024-10375,2023-09-07,CUST-0174,North,Headphones,Electronics,1521.84,7,517.97
ORD-2024-10376,2023-06-26,CUST-0194,East,Table,Furniture,572.12,4,119.96
ORD-2024-10377,2023-03-23,CUST-0168,North,Envelopes,Office Supplies,92.81,4,17.77
ORD-2024-10378,2023-08-31,CUST-0191,East,Smartphone,Electronics,1905.44,9,687.51
ORD-2024-10379,2023-09-23,CUST-0118,South,Sofa,Furniture,1410.79,9,501.95
ORD-2024-10380,2023-03-25,CUST-0002,South,Stapler,Office Supplies,135.79,6,53.9
ORD-2024-10381,2023-09-15,CUST-0163,North,Tablet,Electronics,166.75,1,31.65
ORD-2024-10382,2023-12-23,CUST-0127,North,Chair,Furniture,1473.75,9,410.15
ORD-2024-10383,2023-10-11,CUST-0146,North,Sofa,Furniture,641.51,4,93.91
ORD-2024-10384,2023-05-02,CUST-0195,South,Sofa,Furniture,1312.73,9,212.14
ORD-2024-10385,2023-02-17,CUST-0057,West,Sofa,Furniture,974.01,6,283.38
ORD-2024-10386,2023-06-16,CUST-0165,South,Tablet,Electronics,1767.62,8,674.04
ORD-2024-10387,2023-10-02,CUST-0146,North,Bookshelf,Furniture,421.31,3,31.64
ORD-2024-10388,2023-05-06,CUST-0038,East,Laptop,Electronics,1012.43,5,348.89
ORD-2024-10389,2023-07-23,CUST-0113,South,Tablet,Electronics,397.69,2,23.72
ORD-2024-10390,2023-03-08,CUST-0154,East,Tablet,Electronics,1404.31,6,273.77
ORD-2024-10391,2023-02-20,CUST-0125,South,Sofa,Furniture,686.77,5,250.69
ORD-2024-10392,2023-05-05,CUST-0101,North,Bookshelf,Furniture,519.91,3,135.71
ORD-2024-10393,2023-07-20,CUST-0059,North,Smartwatch,Electronics,649.9,4,253.3
ORD-2024-10394,2023-10-05,CUST-0049,West,Smartwatch,Electronics,346.93,2,47.33
ORD-2024-10395,2023-12-09,CUST-0098,East,Pens,Office Supplies,52.25,3,11.89
ORD-2024-10396,2023-01-21,CUST-0129,West,Envelopes,Office Supplies,191.98,8,19.71
ORD-2024-10397,2023-12-20,CUST-0017,East,Stapler,Office Supplies,69.13,3,18.54
ORD-2024-10398,2023-09-06,CUST-0165,West,Sofa,Furniture,1005.96,7,64.19
ORD-2024-10399,2023-05-25,CUST-0064,North,Sofa,Furniture,779.74,5,135.45
ORD-2024-10400,2023-02-16,CUST-0139,West,Lamp,Furniture,892.42,7,292.69
ORD-2024-10401,2023-01-20,CUST-0012,North,Table,Furniture,773.57,6,163.95
ORD-2024-10402,2023-10-31,CUST-0102,West,Table,Furniture,153.76,1,31.43
ORD-2024-10403,2023-07-22,CUST-0179,West,Headphones,Electronics,1192.3,5,229.7
ORD-2024-10404,2023-06-24,CUST-0135,East,Envelopes,Office Supplies,52.81,3,4.66
ORD-2024-10405,2023-04-26,CUST-0113,North,Laptop,Electronics,231.45,1,16.63
ORD-2024-10406,2023-10-21,CUST-0013,East,Stapler,Office Supplies,113.07,7,24.52
ORD-2024-10407,2023-12-15,CUST-0054,South,Binder,Office Supplies,94.35,5,31.28
ORD-2024-10408,2023-06-01,CUST-0047,East,Chair,Furniture,539.61,3,154.81
ORD-2024-10409,2023-04-23,CUST-0065,West,Binder,Office Supplies,90.69,4,28.04
ORD-2024-10410,2023-02-06,CUST-0128,North,Tablet,Electronics,1991.6,9,689.24
ORD-2024-10411,2023-07-13,CUST-0034,East,Paper,Office Supplies,77.03,4,5.63
ORD-2024-10412,2023-12-21,CUST-0173,West,Envelopes,Office Supplies,32.1,2,2.74
ORD-2024-10413,2023-12-24,CUST-0119,West,Chair,Furniture,335.34,2,99.76
ORD-2024-10414,2023-07-07,CUST-0013,South,Table,Furniture,1101.74,8,144.7
ORD-2024-10415,2023-10-22,CUST-0118,East,Binder,Office Supplies,138.68,7,17.9
ORD-2024-10416,2023-08-21,CUST-0021,South,Smartwatch,Electronics,565.88,3,156.6
ORD-2024-10417,2023-08-02,CUST-0010,East,Smartphone,Electronics,839.93,4,63.1
ORD-2024-10418,2023-06-09,CUST-0156,South,Table,Furniture,552.77,4,83.74
ORD-2024-10419,2023-01-30,CUST-0008,East,Headphones,Electronics,384.23,2,40.54
ORD-2024-10420,2023-10-17,CUST-0105,South,Sofa,Furniture,139.06,1,6.96
ORD-2024-10421,2023-12-15,CUST-0087,South,Chair,Furniture,1362.88,8,69.97
ORD-2024-10422,2023-11-21,CUST-0156,West,Smartwatch,Electronics,1699.37,9,245.79
ORD-2024-10423,2023-06-11,CUST-0141,West,Sofa,Furniture,523.79,3,95.36
ORD-2024-10424,2023-06-28,CUST-0157,North,Smartphone,Electronics,234.41,1,80.99
ORD-2024-10425,2023-06-24,CUST-0013,East,Smartwatch,Electronics,1186.42,5,375.34
ORD-2024-10426,2023-09-30,CUST-0094,West,Paper,Office Supplies,151.59,9,49.06
ORD-2024-10427,2023-05-20,CUST-0101,North,Chair,Furniture,1064.45,6,239.65
ORD-2024-10428,2023-02-10,CUST-0105,East,Pens,Office Supplies,154.98,7,30.34
ORD-2024-10429,2023-04-10,CUST-0073,East,Chair,Furniture,890.02,6,318.68
ORD-2024-10430,2023-04-10,CUST-0162,North,Stapler,Office Supplies,153.84,9,42.78
ORD-2024-10431,2023-10-01,CUST-0172,East,Bookshelf,Furniture,804.66,5,172.08
ORD-2024-10432,2023-03-06,CUST-0013,West,Tablet,Electronics,2032.78,9,658.02
ORD-2024-10433,2023-02-22,CUST-0074,West,Stapler,Office Supplies,116.44,5,39.98
ORD-2024-10434,2023-12-03,CUST-0163,West,Table,Furniture,1477.55,9,244.66
ORD-2024-10435,2023-09-25,CUST-0153,South,Headphones,Electronics,653.33,4,123.59
ORD-2024-10436,2023-11-17,CUST-0016,West,Envelopes,Office Supplies,20.17,1,7.9
ORD-2024-10437,2023-10-10,CUST-0187,South,Smartphone,Electronics,1526.55,9,218.23
ORD-2024-10438,2023-08-12,CUST-0055,North,Laptop,Electronics,1314.93,7,236.83
ORD-2024-10439,2023-01-16,CUST-0135,West,Stapler,Office Supplies,91.11,4,5.31
ORD-2024-10440,2023-11-27,CUST-0200,West,Laptop,Electronics,1033.12,6,376.89
ORD-2024-10441,2023-06-06,CUST-0079,South,Bookshelf,Furniture,1122.09,7,284.76
ORD-2024-10442,2023-04-14,CUST-0056,North,Stapler,Office Supplies,81.42,4,31.51
ORD-2024-10443,2023-01-28,CUST-0059,South,Laptop,Electronics,1198.85,7,321.11
ORD-2024-10444,2023-10-28,CUST-0181,East,Stapler,Office Supplies,168.7,8,31.35
ORD-2024-10445,2023-11-17,CUST-0102,North,Envelopes,Office Supplies,174.4,8,41.61
ORD-2024-10446,2023-06-08,CUST-0026,North,Table,Furniture,175.84,1,39.4
ORD-2024-10447,2023-12-27,CUST-0178,East,Chair,Furniture,910.68,6,122.63
ORD-2024-10448,2023-03-02,CUST-0134,South,Smartwatch,Electronics,1405.76,6,444.64
ORD-2024-10449,2023-03-19,CUST-0003,South,Lamp,Furniture,880.39,6,108.48
ORD-2024-10450,2023-08-23,CUST-0075,West,Laptop,Electronics,456.61,2,61.5
ORD-2024-10451,2023-03-11,CUST-0048,North,Envelopes,Office Supplies,173.55,8,68.27
ORD-2024-10452,2023-11-28,CUST-0018,East,Laptop,Electronics,522.26,3,65.22
ORD-2024-10453,2023-06-03,CUST-0059,South,Stapler,Office Supplies,43.17,2,8.13
ORD-2024-10454,2023-12-02,CUST-0106,South,Lamp,Furniture,1331.08,8,210.98
ORD-2024-10455,2023-04-04,CUST-0187,North,Paper,Office Supplies,82.08,4,26.27
ORD-2024-10456,2023-03-27,CUST-0074,West,Smartwatch,Electronics,754.25,4,282.22
ORD-2024-10457,2023-09-12,CUST-0104,East,Smartphone,Electronics,402.35,2,133.94
ORD-2024-10458,2023-10-05,CUST-0093,North,Paper,Office Supplies,69.47,3,3.48
ORD-2024-10459,2023-08-16,CUST-0034,North,Sofa,Furniture,449.04,3,103.03
ORD-2024-10460,2023-11-23,CUST-0148,North,Envelopes,Office Supplies,81.3,5,5.71
ORD-2024-10461,2023-12-25,CUST-0018,East,Chair,Furniture,572.72,4,143.66
ORD-2024-10462,2023-03-23,CUST-0001,West,Smartphone,Electronics,672.58,4,152.73
ORD-2024-10463,2023-07-22,CUST-0122,North,Smartwatch,Electronics,174.02,1,61.49
ORD-2024-10464,2023-08-25,CUST-0197,North,Tablet,Electronics,1651.26,8,381.18
ORD-2024-10465,2023-10-09,CUST-0188,East,Stapler,Office Supplies,162.07,7,61.79
ORD-2024-10466,2023-02-09,CUST-0023,North,Tablet,Electronics,799.21,4,97.21
ORD-2024-10467,2023-08-09,CUST-0112,West,Headphones,Electronics,1138.37,7,310.34
ORD-2024-10468,2023-11-20,CUST-0165,South,Binder,Office Supplies,19.28,1,6.44
ORD-2024-10469,2023-02-09,CUST-0024,East,Tablet,Electronics,1698.98,8,175.09
ORD-2024-10470,2023-06-30,CUST-0069,West,Stapler,Office Supplies,110.62,5,5.53
ORD-2024-10471,2023-09-06,CUST-0057,West,Lamp,Furniture,1068.54,8,167.19
ORD-2024-10472,2023-11-13,CUST-0086,West,Binder,Office Supplies,94.94,4,12.2
ORD-2024-10473,2023-08-27,CUST-0087,North,Smartwatch,Electronics,463.37,2,155.84
ORD-2024-10474,2023-04-22,CUST-0126,East,Paper,Office Supplies,115.48,6,14.69
ORD-2024-10475,2023-01-22,CUST-0200,North,Lamp,Furniture,142.84,1,27.86
ORD-2024-10476,2023-07-21,CUST-0009,West,Pens,Office Supplies,23.62,1,1.53
ORD-2024-10477,2023-09-30,CUST-0123,West,Paper,Office Supplies,102.4,5,33.1
ORD-2024-10478,2023-07-10,CUST-0081,North,Envelopes,Office Supplies,176.31,9,18.63
ORD-2024-10479,2023-09-28,CUST-0198,West,Binder,Office Supplies,16.98,1,1.59
ORD-2024-10480,2023-05-06,CUST-0169,North,Smartphone,Electronics,1688.65,9,282.79
ORD-2024-10481,2023-11-04,CUST-0063,North,Paper,Office Supplies,21.82,1,5.38
ORD-2024-10482,2023-07-02,CUST-0195,West,Laptop,Electronics,891.59,4,273.77
ORD-2024-10483,2023-12-05,CUST-0033,East,Pens,Office Supplies,39.0,2,5.16
ORD-2024-10484,2023-11-11,CUST-0177,North,Paper,Office Supplies,131.31,8,29.77
ORD-2024-10485,2023-10-10,CUST-0064,West,Lamp,Furniture,531.44,3,68.74
ORD-2024-10486,2023-02-12,CUST-0095,South,Tablet,Electronics,840.01,4,135.07
ORD-2024-10487,2023-01-22,CUST-0072,East,Smartwatch,Electronics,1295.2,7,488.75
ORD-2024-10488,2023-04-24,CUST-0179,West,Binder,Office Supplies,35.96,2,3.85
ORD-2024-10489,2023-04-23,CUST-0075,West,Lamp,Furniture,705.89,5,188.79
ORD-2024-10490,2023-04-07,CUST-0078,North,Tablet,Electronics,827.34,5,268.32
ORD-2024-10491,2023-11-14,CUST-0197,South,Headphones,Electronics,352.86,2,64.75
ORD-2024-10492,2023-10-16,CUST-0128,North,Sofa,Furniture,936.4,6,371.4
ORD-2024-10493,2023-10-07,CUST-0105,South,Pens,Office Supplies,144.83,9,30.06
ORD-2024-10494,2023-07-21,CUST-0069,North,Table,Furniture,1478.46,9,438.5
ORD-2024-10495,2023-08-07,CUST-0131,North,Binder,Office Supplies,39.73,2,5.72
ORD-2024-10496,2023-05-04,CUST-0171,West,Table,Furniture,872.33,7,66.69
ORD-2024-10497,2023-08-18,CUST-0182,West,Paper,Office Supplies,83.17,4,22.31
ORD-2024-10498,2023-11-18,CUST-0150,South,Smartphone,Electronics,569.58,3,140.85
ORD-2024-10499,2023-03-14,CUST-0187,North,Chair,Furniture,539.89,4,27.38
ORD-2024-10500,2023-03-06,CUST-0010,East,Chair,Furniture,883.42,5,271.91
ORD-2024-10501,2023-02-17,CUST-0098,North,Envelopes,Office Supplies,147.64,9,39.81
ORD-2024-10502,2023-10-28,CUST-0137,West,Paper,Office Supplies,94.07,4,11.96
ORD-2024-10503,2023-03-14,CUST-0160,North,Table,Furniture,1071.72,6,91.81
ORD-2024-10504,2023-10-10,CUST-0085,South,Sofa,Furniture,1314.37,9,184.73
ORD-2024-10505,2023-04-03,CUST-0154,East,Headphones,Electronics,621.47,3,164.47
ORD-2024-10506,2023-02-10,CUST-0168,South,Bookshelf,Furniture,923.69,7,329.86
ORD-2024-10507,2023-02-16,CUST-0110,West,Paper,Office Supplies,83.09,5,30.65
ORD-2024-10508,2023-07-22,CUST-0062,North,Sofa,Furniture,160.37,1,12.57
ORD-2024-10509,2023-10-31,CUST-0038,East,Table,Furniture,448.83,3,66.95
ORD-2024-10510,2023-06-23,CUST-0120,East,Chair,Furniture,992.86,8,178.61
ORD-2024-10511,2023-03-14,CUST-0089,North,Sofa,Furniture,952.92,7,170.53
ORD-2024-10512,2023-07-01,CUST-0056,North,Smartphone,Electronics,964.54,5,343.19
ORD-2024-10513,2023-05-03,CUST-0168,West,Table,Furniture,608.41,4,61.17
ORD-2024-10514,2023-12-01,CUST-0063,West,Table,Furniture,1002.64,6,260.28
ORD-2024-10515,2023-07-24,CUST-0107,West,Lamp,Furniture,730.19,6,90.19
ORD-2024-10516,2023-05-09,CUST-0121,East,Pens,Office Supplies,23.39,1,2.09
ORD-2024-10517,2023-05-13,CUST-0021,North,Bookshelf,Furniture,345.8,2,115.82
ORD-2024-10518,2023-03-25,CUST-0069,East,Envelopes,Office Supplies,18.48,1,2.54
ORD-2024-10519,2023-11-08,CUST-0021,South,Paper,Office Supplies,91.92,4,31.24
ORD-2024-10520,2023-10-29,CUST-0036,West,Stapler,Office Supplies,20.05,1,7.61
ORD-2024-10521,2023-04-07,CUST-0137,North,Smartwatch,Electronics,1225.62,6,277.11
ORD-2024-10522,2023-05-30,CUST-0170,North,Lamp,Furniture,1191.92,7,417.85
ORD-2024-10523,2023-11-09,CUST-0029,East,Chair,Furniture,723.33,5,218.93
ORD-2024-10524,2023-04-22,CUST-0104,East,Laptop,Electronics,1087.5,5,333.15
ORD-2024-10525,2023-01-18,CUST-0158,South,Chair,Furniture,144.85,1,44.37
ORD-2024-10526,2023-05-02,CUST-0115,South,Envelopes,Office Supplies,67.79,4,8.42
ORD-2024-10527,2023-01-11,CUST-0118,South,Binder,Office Supplies,167.44,8,41.01
ORD-2024-10528,2023-06-24,CUST-0019,North,Chair,Furniture,485.36,3,143.55
ORD-2024-10529,2023-12-20,CUST-0162,East,Laptop,Electronics,199.66,1,75.19
ORD-2024-10530,2023-10-22,CUST-0071,West,Chair,Furniture,829.44,5,238.56
ORD-2024-10531,2023-11-10,CUST-0193,North,Stapler,Office Supplies,20.89,1,7.31
ORD-2024-10532,2023-09-08,CUST-0117,North,Stapler,Office Supplies,196.65,9,57.82
ORD-2024-10533,2023-11-08,CUST-0086,North,Laptop,Electronics,1789.27,9,298.4
ORD-2024-10534,2023-08-21,CUST-0083,East,Lamp,Furniture,513.9,3,184.44
ORD-2024-10535,2023-05-19,CUST-0146,North,Chair,Furniture,410.56,3,50.41
ORD-2024-10536,2023-05-16,CUST-0185,South,Bookshelf,Furniture,1424.67,8,104.42
ORD-2024-10537,2023-11-09,CUST-0066,North,Smartphone,Electronics,1168.07,6,466.08
ORD-2024-10538,2023-05-03,CUST-0083,South,Headphones,Electronics,564.12,3,101.76
ORD-2024-10539,2023-02-28,CUST-0060,East,Bookshelf,Furniture,490.88,4,84.67
ORD-2024-10540,2023-04-06,CUST-0130,East,Sofa,Furniture,142.39,1,38.62
ORD-2024-10541,2023-11-13,CUST-0164,West,Paper,Office Supplies,155.27,8,37.55
ORD-2024-10542,2023-11-14,CUST-0099,East,Bookshelf,Furniture,662.17,5,198.41
ORD-2024-10543,2023-02-28,CUST-0134,East,Tablet,Electronics,180.66,1,47.31
ORD-2024-10544,2023-10-04,CUST-0062,West,Bookshelf,Furniture,859.04,6,219.89
ORD-2024-10545,2023-11-09,CUST-0130,West,Headphones,Electronics,206.77,1,20.01
ORD-2024-10546,2023-12-12,CUST-0128,East,Chair,Furniture,911.97,6,248.85
ORD-2024-10547,2023-08-10,CUST-0156,North,Smartwatch,Electronics,1077.86,5,136.4
ORD-2024-10548,2023-12-22,CUST-0181,East,Table,Furniture,590.77,4,232.86
ORD-2024-10549,2023-12-06,CUST-0161,South,Tablet,Electronics,1299.94,8,183.1
ORD-2024-10550,2023-03-11,CUST-0079,North,Headphones,Electronics,1052.02,5,368.57
ORD-2024-10551,2023-06-25,CUST-0157,South,Headphones,Electronics,1677.85,7,568.62
ORD-2024-10552,2023-09-15,CUST-0182,West,Paper,Office Supplies,100.56,6,40.19
ORD-2024-10553,2023-10-26,CUST-0061,North,Binder,Office Supplies,71.94,3,9.68
ORD-2024-10554,2023-05-23,CUST-0113,West,Smartwatch,Electronics,485.38,3,85.5
ORD-2024-10555,2023-10-31,CUST-0177,North,Pens,Office Supplies,65.25,4,22.38
ORD-2024-10556,2023-08-23,CUST-0197,South,Binder,Office Supplies,96.09,5,17.94
ORD-2024-10557,2023-03-09,CUST-0171,North,Headphones,Electronics,433.18,2,80.67
ORD-2024-10558,2023-10-03,CUST-0110,West,Binder,Office Supplies,37.47,2,8.79
ORD-2024-10559,2023-11-11,CUST-0012,North,Stapler,Office Supplies,42.39,2,14.05
ORD-2024-10560,2023-06-15,CUST-0032,North,Sofa,Furniture,283.49,2,99.87
ORD-2024-10561,2023-03-16,CUST-0059,North,Laptop,Electronics,1907.02,9,279.09
ORD-2024-10562,2023-12-05,CUST-0193,North,Envelopes,Office Supplies,173.13,8,36.24
ORD-2024-10563,2023-07-28,CUST-0148,North,Table,Furniture,333.49,2,87.84
ORD-2024-10564,2023-02-12,CUST-0166,East,Bookshelf,Furniture,475.03,3,182.29
ORD-2024-10565,2023-01-13,CUST-0177,North,Lamp,Furniture,951.33,6,73.72
ORD-2024-10566,2023-03-16,CUST-0008,West,Envelopes,Office Supplies,142.77,8,52.89
ORD-2024-10567,2023-12-06,CUST-0007,West,Binder,Office Supplies,140.59,8,43.32
ORD-2024-10568,2023-03-29,CUST-0163,West,Paper,Office Supplies,48.72,3,17.74
ORD-2024-10569,2023-08-27,CUST-0008,East,Paper,Office Supplies,82.5,5,13.81
ORD-2024-10570,2023-08-19,CUST-0177,North,Envelopes,Office Supplies,22.82,1,8.63
ORD-2024-10571,2023-01-11,CUST-0058,South,Bookshelf,Furniture,296.99,2,20.59
ORD-2024-10572,2023-08-04,CUST-0084,South,Stapler,Office Supplies,71.65,3,7.75
ORD-2024-10573,2023-03-13,CUST-0110,West,Binder,Office Supplies,142.06,8,8.12
ORD-2024-10574,2023-05-18,CUST-0125,East,Tablet,Electronics,707.36,4,235.66
ORD-2024-10575,2023-08-11,CUST-0031,South,Table,Furniture,1136.8,7,302.42
ORD-2024-10576,2023-07-09,CUST-0168,North,Table,Furniture,1259.52,8,183.61
ORD-2024-10577,2023-12-09,CUST-0057,North,Smartphone,Electronics,1151.91,7,226.36
ORD-2024-10578,2023-09-22,CUST-0176,South,Laptop,Electronics,426.75,2,137.4
ORD-2024-10579,2023-04-16,CUST-0081,East,Stapler,Office Supplies,211.71,9,11.76
ORD-2024-10580,2023-03-23,CUST-0172,North,Tablet,Electronics,1362.35,6,240.44
ORD-2024-10581,2023-08-15,CUST-0187,West,Bookshelf,Furniture,1357.48,9,497.05
ORD-2024-10582,2023-12-31,CUST-0134,North,Smartwatch,Electronics,656.7,3,150.72
ORD-2024-10583,2023-09-27,CUST-0039,East,Bookshelf,Furniture,1138.64,8,320.62
ORD-2024-10584,2023-07-10,CUST-0156,South,Headphones,Electronics,523.88,3,177.59
ORD-2024-10585,2023-04-06,CUST-0006,North,Chair,Furniture,529.0,3,191.97
ORD-2024-10586,2023-03-17,CUST-0069,North,Stapler,Office Supplies,85.53,4,10.88
ORD-2024-10587,2023-09-11,CUST-0127,North,Bookshelf,Furniture,990.6,6,265.7
ORD-2024-10588,2023-04-24,CUST-0182,North,Laptop,Electronics,786.66,4,136.03
ORD-2024-10589,2023-09-30,CUST-0109,West,Table,Furniture,962.41,7,118.03
ORD-2024-10590,2023-04-21,CUST-0156,East,Smartwatch,Electronics,1945.79,9,516.29
ORD-2024-10591,2023-09-03,CUST-0030,South,Paper,Office Supplies,164.37,7,29.84
ORD-2024-10592,2023-08-26,CUST-0171,South,Lamp,Furniture,828.87,5,54.63
ORD-2024-10593,2023-12-03,CUST-0143,West,Envelopes,Office Supplies,177.72,9,57.0
